st_id,cty_id,state_name,state_abv,county_name,poverty_percent,median_income,white_only_percent,black_only_percent,asian_only_percent,hispanic_percent
01,001,Alabama,AL,Autauga County,13.8,"59,338",0.762623279,0.201131218,0.011741753,0.029909252
01,003,Alabama,AL,Baldwin County,9.8,"57,588",0.874409812,0.087768888,0.010661458,0.047188152
01,005,Alabama,AL,Barbour County,30.9,"34,382",0.491533663,0.482297659,0.00469902,0.045248319
01,007,Alabama,AL,Bibb County,21.8,"46,064",0.767660981,0.212690899,0.002143431,0.027819952
01,009,Alabama,AL,Blount County,13.2,"50,412",0.958254073,0.016912807,0.003199253,0.096530972
01,011,Alabama,AL,Bullock County,42.5,"29,267",0.266211266,0.702603703,0.002079002,0.085536086
01,013,Alabama,AL,Butler County,24.5,"37,365",0.520721925,0.449763472,0.014345948,0.01486014
01,015,Alabama,AL,Calhoun County,19.5,"45,400",0.751040887,0.213133225,0.009013688,0.04061441
01,017,Alabama,AL,Chambers County,18.7,"39,917",0.570457689,0.401906538,0.011246767,0.026192338
01,019,Alabama,AL,Cherokee County,16.3,"42,132",0.931783478,0.040960452,0.003931898,0.017140021
01,021,Alabama,AL,Chilton County,17.3,"47,547",0.870554605,0.103448276,0.004884307,0.081840281
01,023,Alabama,AL,Choctaw County,22.1,"39,907",0.571212964,0.417427913,0.001985861,0.010167607
01,025,Alabama,AL,Clarke County,22.8,"40,741",0.529929727,0.4502159,0.004360342,0.01312336
01,027,Alabama,AL,Clay County,17.6,"39,201",0.832262939,0.137816396,0.002871175,0.032867397
01,029,Alabama,AL,Cleburne County,16,"46,495",0.950771294,0.02843729,0.00221328,0.025955734
01,031,Alabama,AL,Coffee County,13.8,"55,122",0.75788086,0.176072752,0.016774292,0.07968744
01,033,Alabama,AL,Colbert County,13.8,"49,055",0.804474937,0.162180265,0.006770334,0.032385366
01,035,Alabama,AL,Conecuh County,24.4,"32,613",0.51752714,0.460760752,0.002320378,0.022955167
01,037,Alabama,AL,Coosa County,18.9,"42,423",0.667541968,0.308918691,0.00168808,0.026259027
01,039,Alabama,AL,Covington County,19.9,"40,203",0.845124025,0.125185565,0.005020378,0.018543011
01,041,Alabama,AL,Crenshaw County,19.5,"39,057",0.721681673,0.238817891,0.011036886,0.024179495
01,043,Alabama,AL,Cullman County,14.5,"45,796",0.957262917,0.013800019,0.007246204,0.044790373
01,045,Alabama,AL,Dale County,16.2,"45,309",0.737675913,0.209753518,0.014500122,0.070161881
01,047,Alabama,AL,Dallas County,31.4,"34,035",0.275809227,0.707065276,0.00448973,0.011533498
01,049,Alabama,AL,DeKalb County,21.3,"39,491",0.927146113,0.018737852,0.005187868,0.150657922
01,051,Alabama,AL,Elmore County,11.2,"60,367",0.756824982,0.211540593,0.007511483,0.031560541
01,053,Alabama,AL,Escambia County,23.6,"38,418",0.622799116,0.312559714,0.003330331,0.025987498
01,055,Alabama,AL,Etowah County,17.5,"44,903",0.806713733,0.157449055,0.008223491,0.041361912
01,057,Alabama,AL,Fayette County,23.5,"39,254",0.857563489,0.116611459,0.004784689,0.020549626
01,059,Alabama,AL,Franklin County,19.2,"39,388",0.916937695,0.043779096,0.003634972,0.178751355
01,061,Alabama,AL,Geneva County,21.3,"37,823",0.871493282,0.093068402,0.00350196,0.041680941
01,063,Alabama,AL,Greene County,30.1,"28,524",0.18493404,0.799161632,0.002835655,0.017137221
01,065,Alabama,AL,Hale County,25.6,"34,724",0.407002935,0.580165176,0.003003208,0.014265238
01,067,Alabama,AL,Henry County,17.9,"46,027",0.715780296,0.258878233,0.004242953,0.026910782
01,069,Alabama,AL,Houston County,16.5,"47,993",0.68823785,0.273663134,0.010738369,0.034292892
01,071,Alabama,AL,Jackson County,19.7,"41,929",0.913745012,0.034924263,0.005830396,0.030682214
01,073,Alabama,AL,Jefferson County,16.1,"55,013",0.530717172,0.434668594,0.01789627,0.040804892
01,075,Alabama,AL,Lamar County,17.4,"40,936",0.875262586,0.103295907,0.001086563,0.019051068
01,077,Alabama,AL,Lauderdale County,14,"48,707",0.869555371,0.100173624,0.008174358,0.028599467
01,079,Alabama,AL,Lawrence County,19.3,"43,909",0.782316851,0.108796015,0.002217228,0.023660552
01,081,Alabama,AL,Lee County,19,"48,937",0.707485019,0.229351776,0.041691483,0.037017904
01,083,Alabama,AL,Limestone County,11.4,"64,863",0.809998484,0.139129556,0.016812415,0.062164485
01,085,Alabama,AL,Lowndes County,25.1,"33,973",0.259819042,0.724141476,0.004832408,0.018609912
01,087,Alabama,AL,Macon County,30.2,"32,495",0.173234448,0.803741421,0.005977419,0.018983839
01,089,Alabama,AL,Madison County,11.9,"63,755",0.688714941,0.248610251,0.026757198,0.051894698
01,091,Alabama,AL,Marengo County,24,"37,733",0.466150665,0.516248741,0.003021789,0.027991306
01,093,Alabama,AL,Marion County,20.2,"37,887",0.940422094,0.038607829,0.003298664,0.026927867
01,095,Alabama,AL,Marshall County,18.3,"46,233",0.928079856,0.031806064,0.007057681,0.147477628
01,097,Alabama,AL,Mobile County,20.8,"43,598",0.590123666,0.362307301,0.020713439,0.030113018
01,099,Alabama,AL,Monroe County,21.9,"39,556",0.553561954,0.409781508,0.0046303,0.016736603
01,101,Alabama,AL,Montgomery County,20.1,"49,640",0.355085966,0.59321989,0.032779068,0.036841129
01,103,Alabama,AL,Morgan County,13.2,"52,797",0.828165342,0.130891802,0.006843306,0.087450597
01,105,Alabama,AL,Perry County,35.3,"26,814",0.302364676,0.679479996,0.006275916,0.01613807
01,107,Alabama,AL,Pickens County,23.1,"37,586",0.58043151,0.399648771,0.003211239,0.052383342
01,109,Alabama,AL,Pike County,23.6,"37,259",0.574862596,0.378359606,0.018723199,0.024219363
01,111,Alabama,AL,Randolph County,19.7,"40,546",0.779816918,0.192324619,0.004577062,0.030014963
01,113,Alabama,AL,Russell County,21.7,"39,104",0.499404772,0.454857577,0.008833526,0.058280568
01,115,Alabama,AL,St. Clair County,12,"57,284",0.874843596,0.096635088,0.008970864,0.024410135
01,117,Alabama,AL,Shelby County,8,"75,663",0.825389753,0.133195837,0.022618074,0.058038052
01,119,Alabama,AL,Sumter County,34.7,"27,859",0.256457713,0.714009817,0.019151847,0.011990022
01,121,Alabama,AL,Talladega County,19.3,"41,630",0.640701193,0.330228313,0.006951912,0.023919078
01,123,Alabama,AL,Tallapoosa County,19.7,"42,205",0.70532861,0.270047316,0.00584636,0.025292937
01,125,Alabama,AL,Tuscaloosa County,16.8,"52,557",0.64216761,0.324162308,0.016192592,0.039683791
01,127,Alabama,AL,Walker County,17.9,"45,434",0.909305584,0.061932274,0.005730388,0.026463689
01,129,Alabama,AL,Washington County,17.6,"44,424",0.660051452,0.233002573,0.011454122,0.016170526
01,131,Alabama,AL,Wilcox County,33.4,"25,385",0.276487034,0.710594813,0.002024487,0.014364215
01,133,Alabama,AL,Winston County,18.6,"41,156",0.959075712,0.009987727,0.003597275,0.033052605
02,013,Alaska,AK,Aleutians East Borough,15.5,"70,081",0.211267606,0.101887923,0.433623015,0.147737489
02,016,Alaska,AK,Aleutians West Census Area,10,"82,633",0.339368122,0.070642528,0.40113596,0.139687611
02,020,Alaska,AK,Anchorage Borough,9.5,"82,113",0.637743056,0.059704861,0.099829861,0.093722222
02,050,Alaska,AK,Bethel Census Area,32.7,"44,304",0.102904384,0.009518112,0.009953225,0.027357772
02,060,Alaska,AK,Bristol Bay Borough,11.2,"77,257",0.416267943,0.008373206,0.017942584,0.074162679
02,068,Alaska,AK,Denali Borough,6.9,"75,477",0.829279924,0.020505484,0.053886505,0.038149738
02,070,Alaska,AK,Dillingham Census Area,22,"54,524",0.157851912,0.008136697,0.009153784,0.037021969
02,090,Alaska,AK,Fairbanks North Star Borough,8.6,"74,268",0.756125515,0.053154911,0.03389813,0.081962643
02,100,Alaska,AK,Haines Borough,10.5,"58,943",0.797628458,0.005928854,0.008695652,0.035968379
02,105,Alaska,AK,Hoonah-Angoon Census Area,17.2,"51,188",0.488361266,0.021880819,0.009776536,0.059590317
02,110,Alaska,AK,Juneau Borough,7.3,"79,173",0.686245074,0.01479327,0.069118659,0.06993182
